NDB No	Nutr_No	Nutr_Val	Num_Data_Pts	CC
35158	451	1.8	1	
35160	451	5.1	1	
35161	451	7.3	1	
35162	451	1.2	1	
35164	451	1.3	1	
35165	451	3	1	
35166	451	2.8	1	
35167	451	3.2	1	
35168	451	2.6	1	
35169	451	1.1	1	
35171	451	2.4	2	
35179	451	0.1	2	
35180	451	4.1	1	
35181	451	1.7	1	
35182	451	0.3	1	
35184	451	3.5	1	
35187	451	0.1	1	
35188	451	0.9	3	
35190	451	1.8	2	
35193	451	0	1	
35196	451	1.9	1	
42187	451	2.1	1	
42289	451	0	2	
43133	451	0.4	1	
43261	451	2	1	
98001	451	0	1	
98005	451	0	1	
98010	451	1.1	1	
98011	451	1.9	2	
98013	451	1.8	2	
98014	451	0	1	
98015	451	0	1	
98019	451	0.9	1	
98020	451	0.9	1	
98021	451	0	1	
98022	451	0.6	1	
98024	451	0.6	1	
98026	451	0	1	
98028	451	0	1	
98029	451	0	1	
98030	451	1.6	2	
98031	451	0	1	
98032	451	3.1	1	
98033	451	1.7	2	
98034	451	1.1	1	
98035	451	1.9	1	
98039	451	0.8	1	
98041	451	1.5	1	
98042	451	1.1	3	
98043	451	1.1	2	
98047	451	0.5	1	
98050	451	0.9	1	
98051	451	0.6	1	
98052	451	0.4	1	
98055	451	0.7	1	
98056	451	1.5	1	
98058	451	0.8	1	
98059	451	0.6	1	
98060	451	0.9	1	
98061	451	1.3	1	
98062	451	0.6	1	
98063	451	1.2	1	
98064	451	0.6	1	
98069	451	0.2	1	
98070	451	1.1	1	
98071	451	0.8	1	
98080	451	0.4	1	
98082	451	5.2	3	
98083	451	0.2	1	
98084	451	2.8	2	
98085	451	2.1	6	
98086	451	3	7	
98087	451	1.8	7	
98088	451	2.8	6	
98089	451	2.2	2	
98092	451	0	1	
98094	451	0.6	4	
98095	451	0.5	4	
98096	451	0.9	13	
98097	451	0.6	11	
98099	451	0.8	1	
98100	451	1.4	2	
98101	451	2.5	1	
98102	451	6.4	1	
98103	451	3.7	1	
98104	451	0.2	1	
98105	451	0.3	2	
98106	451	1.2	1	
98107	451	0.5	1	
98108	451	0.7	1	
98110	451	2.3	4	
98111	451	3.2	4	
98112	451	2.4	4	
98114	451	0.5	1	
98116	451	0.7	2	
98119	451	0.7	1	
98121	451	0.2	1	
1001	452	11	1	
1009	452	7.4	1	
1012	452	2.5	1	
1014	452	1.6	1	
1015	452	2	1	
1017	452	7.3	1	
1029	452	5.2	1	
1040	452	6.3	1	
1046	452	7.1	1	
1049	452	2.6	1	
1056	452	3.7	2	
1069	452	0.1	3	
1077	452	0.6	1	
1079	452	1.2	2	
1082	452	1.2	1	
1085	452	0.8	1	
1103	452	1.7	1	
1117	452	1	2	
1121	452	1.5	2	
1123	452	240	15	
1124	452	0.3	4	
5177	454	3	1	
5178	454	2.5	1	
5312	454	13	1	
5313	454	17	2	
5320	454	14	1	
5661	454	21	4	
6019	454	12	2	
6030	454	24	1	
6159	454	4.2	1	
6164	454	0.3	1	
6931	454	0.6	2	
7007	454	5.1	2	
7022	454	5	2	
7024	454	5.1	4	
7063	454	3.4	4	
7064	454	3.6	5	
7075	454	2.1	1	
7945	454	5.5	2	
7949	454	3.5	2	
7950	454	3.6	3	
7952	454	4.8	2	
7953	454	3.1	3	
7954	454	7.3	1	
7955	454	6.4	1	
7956	454	10	1	
7957	454	2.2	1	
7958	454	8	1	
7959	454	4.2	3	
7960	454	4.4	1	
8001	454	360	1	
8012	454	1.8	1	
8013	454	35	1	
8014	454	1.3	1	
8020	454	0.7	1	
8030	454	33	1	
8061	454	290	1	
8065	454	0.5	2	
8067	454	26	2	
8074	454	20	1	
8077	454	170	1	
8084	454	410	2	
8089	454	200	1	
8092	454	1.1	1	
8093	454	0.2	1	
8105	454	6.9	1	
8121	454	3.1	1	
8147	454	160	1	
8202	454	35	1	
8218	454	140	1	
8231	454	36	1	
8259	454	0.7	1	
8333	454	22	1	
8363	454	320	2	
8383	454	38	1	
8389	454	68	1	
8435	454	250	1	
8504	454	120	2	
8505	454	7.1	1	
8506	454	1.2	1	
9003	454	0.1	1	
9032	454	0.3	1	
9038	454	0.7	2	
9040	454	0.1	1	
9042	454	0.3	1	
9050	454	0.2	1	
9078	454	0.2	1	
9087	454	0.4	2	
9094	454	0.8	2	
9112	454	0.2	2	
9132	454	0.1	2	
9135	454	0.2	1	
9148	454	0.5	2	
9160	454	0.2	1	
9181	454	0.1	1	
9191	454	0.2	1	
9202	454	0.1	2	
9209	454	0.2	2	
9214	454	0.5	1	
9218	454	0.1	1	
9236	454	0.3	1	
9252	454	0.2	3	
9257	454	0.3	1	
9291	454	0.4	2	
9298	454	0.3	2	
9302	454	0.8	1	
9316	454	0.2	1	
9326	454	0.3	1	
9370	454	0.3	1	
9421	454	0.4	1	
9429	454	0.1	1	
9430	454	0.1	1	
9433	454	0.1	1	
9434	454	0	1	
9435	454	0.1	1	
9436	454	0	1	
9437	454	0.1	1	
10006	454	2.4	4	
10007	454	1.9	4	
10060	454	3	4	
10061	454	4.3	4	
10066	454	3.1	4	
10068	454	2.8	4	
10084	454	4.1	4	
10085	454	3.5	4	
10123	454	0.9	4	
10219	454	3.7	4	
10220	454	4.7	4	
10860	454	3.4	4	
10861	454	3	4	
10862	454	4.2	4	
10864	454	0.2	1	
10865	454	5	1	
10867	454	2.9	2	
10868	454	5.5	4	
10869	454	3.9	2	
10870	454	4.5	2	
10871	454	4.4	2	
10872	454	3.2	2	
10873	454	3	2	
10874	454	2.9	2	
10875	454	1.8	1	
10876	454	3.7	1	
10877	454	3.6	2	
10878	454	4.8	4	
10879	454	4.3	4	
10880	454	3.5	4	
10881	454	5.3	2	
10882	454	6.3	4	
10883	454	7.8	3	
10884	454	5.5	4	
10894	454	2.6	1	
10895	454	1.9	1	
10898	454	1.1	1	
10899	454	7.3	3	
10931	454	7.3	3	
10932	454	6.3	3	
10933	454	7.2	3	
10934	454	6	3	
10938	454	6.1	3	
11001	454	0.4	1	
11008	454	0.2	1	
11011	454	0.6	1	
11012	454	0.9	1	
11061	454	0.1	1	
11080	454	130	1	
11084	454	260	2	
11090	454	0.1	2	
11091	454	0.1	1	
11096	454	0.3	2	
11097	454	0.2	5	
11099	454	0.2	1	
11109	454	0.4	1	
11110	454	0.3	1	
11112	454	0.1	1	
11113	454	0.1	1	
11124	454	0.4	1	
11125	454	0.1	1	
11136	454	0.1	1	
11143	454	0.1	2	
11179	454	0.2	1	
11205	454	0.1	1	
11206	454	0.1	1	
11211	454	0.7	1	
11212	454	4.5	1	
11234	454	0.3	1	
11250	454	0.1	2	
11251	454	0.1	3	
11252	454	0.1	2	
11257	454	0.2	1	
11260	454	11	1	
11282	454	0.1	1	
11286	454	0.1	1	
11294	454	0.1	2	
11313	454	0.2	1	
11333	454	0.1	1	
11339	454	0.1	1	
11353	454	0.2	1	
11354	454	0.2	2	
11355	454	0.2	3	
11356	454	0.2	3	
11357	454	0.2	2	
11358	454	0.2	2	
11402	454	0.7	2	
11403	454	0.7	3	
11429	454	0.1	2	
11439	454	0.5	2	
11463	454	120	3	
11464	454	110	2	
11478	454	0.3	1	
11508	454	35	2	
11529	454	0.1	2	
11546	454	0.4	1	
11549	454	0.8	1	
11644	454	0.2	1	
11657	454	0.4	1	
11821	454	0.1	1	
11921	454	0.1	1	
11935	454	0.2	2	
11937	454	0	1	
11940	454	0.3	1	
11960	454	0.1	1	
12036	454	35	2	
12061	454	0.5	5	
12078	454	0.4	2	
12109	454	1.3	1	
12118	454	0	1	
12120	454	0.4	5	
12142	454	0.7	5	
12147	454	0.4	5	
12154	454	0.6	1	
12155	454	0.3	5	
12201	454	0.7	1	
12220	454	3.1	1	
12516	454	1.5	1	
12586	454	11	5	
12632	454	0.3	5	
12652	454	0.8	8	
12663	454	0.3	1	
13325	454	4.4	4	
13326	454	5.6	4	
13327	454	6.3	4	
13497	454	10	1	
13498	454	8.5	1	
14003	454	8.1	2	
14006	454	6.3	2	
14096	454	0.3	1	
14106	454	0.2	2	
14150	454	0.1	1	
14209	454	0.1	3	
14218	454	0.7	1	
14242	454	0.1	1	
14287	454	0.7	1	
14292	454	0.4	1	
14347	454	1.2	2	
14400	454	0.1	4	
14416	454	0.1	2	
14542	454	0.1	1	
15016	454	9.7	1	
15027	454	45	5	
15073	454	2.1	2	
15086	454	2.1	1	
15087	454	3.7	3	
15121	454	2.7	1	
15138	454	1.8	1	
15141	454	13	1	
15152	454	23	2	
15232	454	3.1	2	
15236	454	3	1	
15237	454	1.8	1	
15260	454	9	4	
15261	454	22	3	
15262	454	25	1	
16006	454	0.1	1	
16010	454	0.1	1	
16011	454	0.4	2	
16034	454	0.1	2	
16037	454	0.1	1	
16038	454	0.1	1	
16039	454	0.1	2	
16042	454	0.4	1	
16043	454	0.1	4	
16087	454	0.6	4	
16097	454	1	3	
16098	454	0.4	2	
16108	454	2.1	2	
16117	454	2.8	2	
16120	454	0.8	1	
16123	454	30	1	
16126	454	0.4	1	
16127	454	0.4	1	
16147	454	6.1	2	
16399	454	0.6	1	
17202	454	7.6	2	
17203	454	9.8	2	
17204	454	8.1	2	
18001	454	20	2	
18002	454	22	2	
18009	454	43	1	
18012	454	42	1	
18013	454	45	1	
18029	454	55	1	
18030	454	59	1	
18064	454	85	1	
18065	454	92	1	
18069	454	31	2	
18075	454	38	2	
18101	454	48	1	
18141	454	19	1	
18159	454	43	1	
18173	454	39	5	
18215	454	34	1	
18228	454	55	1	
18229	454	52	1	
18232	454	58	6	
18246	454	14	4	
18248	454	38	1	
18249	454	27	1	
18258	454	33	1	
18259	454	36	1	
18262	454	28	1	
18263	454	32	1	
18273	454	92	1	
18274	454	22	1	
18288	454	72	1	
18290	454	26	1	
18301	454	16	1	
18360	454	0.6	1	
18363	454	0.4	1	
18364	454	5.3	1	
18375	454	3.4	1	
18452	454	22	1	
18488	454	21	1	
18489	454	20	1	
18927	454	41	1	
18936	454	69	2	
18939	454	22	1	
19003	454	0.1	1	
19008	454	0.6	2	
19015	454	6.9	1	
19034	454	0.8	1	
19035	454	0.4	2	
19047	454	50	2	
19056	454	0.4	1	
19057	454	1.2	1	
19058	454	3	1	
19076	454	1.4	1	
19078	454	2.6	1	
19095	454	1.1	1	
19120	454	2.6	1	
19141	454	0.8	2	
19183	454	0.9	2	
19226	454	2.2	1	
19230	454	2.6	1	
19270	454	0.6	1	
19296	454	1.7	1	
19297	454	0.1	3	
19304	454	1	1	
19334	454	0.3	2	
19404	454	22	1	
19411	454	0.2	1	
19444	454	0.3	1	
20001	454	68	1	
20009	454	2.6	1	
20010	454	0.5	1	
20013	454	83	1	
20015	454	4.6	1	
20020	454	12	1	
20022	454	0.4	2	
20033	454	20	2	
20035	454	630	1	
20037	454	0.5	1	
20038	454	31	1	
20045	454	0.3	2	
20063	454	150	1	
20080	454	73	2	
20081	454	70	2	
20109	454	130	1	
20110	454	19	1	
20120	454	140	2	
20121	454	68	2	
20131	454	66	1	
20138	454	110	1	
20142	454	2.3	1	
20317	454	2	1	
21005	454	7.3	1	
21007	454	11	1	
21009	454	9.1	1	
21011	454	10	1	
21014	454	8.4	1	
21020	454	19	1	
21022	454	10	1	
21024	454	20	1	
21026	454	0.3	1	
21060	454	15	1	
21064	454	12	1	
21078	454	0.7	1	
21080	454	2	1	
21082	454	3.3	1	
21083	454	11	1	
21089	454	16	1	
21098	454	12	1	
21100	454	30	3	
21102	454	29	3	
21106	454	98	2	
21107	454	41	6	
21114	454	46	2	
21138	454	0.5	3	
21202	454	22	3	
21226	454	25	1	
21229	454	16	5	
21230	454	76	1	
21299	454	28	8	
21300	454	27	7	
21301	454	20	3	
21302	454	26	7	
21303	454	28	7	
21304	454	24	4	
21388	454	12	1	
21401	454	17	3	
21409	454	11	1	
21410	454	8.7	1	
21411	454	10	1	
22247	454	43	1	
22902	454	19	1	
22903	454	20	1	
22904	454	0.9	1	
22905	454	1.8	1	
22912	454	24	1	
22916	454	6.1	1	
22927	454	30	1	
22928	454	34	1	
23030	454	12	1	
23031	454	17	1	
23032	454	8.1	1	
23033	454	6.9	1	
23034	454	12	1	
23035	454	14	1	
23036	454	12	1	
23037	454	15	1	
23038	454	16	1	
23039	454	12	1	
23040	454	13	1	
23041	454	15	1	
23042	454	17	1	
23043	454	12	1	
23044	454	12	1	
23045	454	17	1	
23046	454	16	1	
23047	454	13	1	
23048	454	13	1	
23049	454	15	1	
23050	454	11	1	
23051	454	11	1	
23052	454	12	1	
23065	454	13	1	
23557	454	6.9	1	
23558	454	6.6	1	
23562	454	7	1	
23563	454	7.1	1	
23567	454	7.2	1	
23568	454	7.5	1	
23572	454	7.3	1	
23573	454	8	1	
23577	454	7.4	1	
23578	454	8.5	1	
25000	454	0.3	1	
25013	454	39	1	
25014	454	0.3	1	
25017	454	4.3	1	
25020	454	2.2	1	
25021	454	1.7	1	
35009	454	24	1	
35015	454	0.2	1	
35055	454	16	1	
35056	454	9.9	1	
35149	454	9.2	4	
35150	454	5.4	1	
35151	454	4.3	1	
35152	454	2.9	1	
35153	454	5.2	1	
35155	454	0.5	1	
35157	454	3.3	1	
35158	454	8.2	1	
35160	454	29	1	
35161	454	43	1	
35162	454	2.8	1	
35164	454	61	1	
35165	454	88	1	
35166	454	5	1	
35167	454	4.2	1	
35168	454	3.6	1	
35169	454	120	1	
35171	454	11	2	
35179	454	0.5	2	
35180	454	38	1	
35181	454	2.5	1	
35182	454	9.6	1	
35184	454	15	1	
35187	454	32	1	
35188	454	5.2	3	
35190	454	6.8	2	
35193	454	0.4	1	
35196	454	330	1	
42187	454	0.9	1	
42289	454	0	2	
43133	454	5	1	
43261	454	0.7	1	
98001	454	0	1	
98005	454	0.1	1	
98010	454	0.4	1	
98011	454	0.1	2	
98013	454	130	2	
98014	454	2.9	1	
98015	454	1	1	
98019	454	0.1	1	
98020	454	0.1	1	
98021	454	0.2	1	
98022	454	34	1	
98024	454	8.1	1	
98026	454	19	1	
98028	454	0.1	1	
98029	454	0.8	1	
98030	454	0.6	2	
98031	454	6.1	1	
98032	454	1.3	1	
98033	454	0.9	2	
98034	454	0.8	1	
98035	454	0.8	1	
98039	454	26	1	
98041	454	23	1	
98042	454	18	3	
98043	454	29	2	
98047	454	13	1	
98050	454	6.2	1	
98051	454	11	1	
98052	454	13	1	
1125	452	630	4	
1128	452	250	4	
1129	452	210	4	
1199	452	0.9	1	
2003	452	3.2	1	
2009	452	14	1	
2010	452	2.4	1	
2011	452	6.8	1	
2015	452	20	1	
2020	452	7	1	
2021	452	6.2	1	
2024	452	75	1	
2026	452	7.8	1	
2027	452	2.1	1	
2028	452	11	1	
2029	452	72	1	
2030	452	1.2	2	
2033	452	0.6	1	
2043	452	22	1	
2044	452	0.8	1	
2046	452	7.3	1	
3003	452	28	11	
3006	452	37	1	
3011	452	38	7	
3013	452	31	11	
3016	452	28	3	
3054	452	11	3	
3091	452	17	2	
3104	452	2.1	2	
3121	452	25	1	
3130	452	4	2	
3189	452	16	1	
3298	452	20	14	
4025	452	18	2	
4027	452	13	1	
4044	452	0	1	
4053	452	0	1	
4114	452	0.1	1	
4582	452	0	1	
4585	452	4	1	
4613	452	9.5	1	
4629	452	12	1	
4636	452	0.5	1	
4638	452	0	1	
5006	452	41	1	
5009	452	45	1	
5011	452	45	1	
5013	452	54	1	
5027	452	120	4	
5028	452	210	4	
5173	452	24	1	
5174	452	41	1	
5175	452	84	1	
5176	452	140	1	
5177	452	120	1	
5178	452	170	1	
5312	452	48	1	
5313	452	52	2	
5320	452	55	1	
5661	452	210	4	
6019	452	5.9	2	
6030	452	3.5	1	
6159	452	4.3	1	
6164	452	2	1	
6931	452	2.4	2	
7007	452	21	2	
7022	452	24	2	
7024	452	35	4	
7063	452	30	4	
7064	452	43	5	
7075	452	22	1	
7945	452	29	2	
7949	452	29	2	
7950	452	30	3	
7952	452	23	2	
7953	452	34	3	
7954	452	31	1	
7955	452	39	1	
7956	452	41	1	
7957	452	25	1	
7958	452	48	1	
7959	452	27	3	
7960	452	23	1	
8001	452	18	1	
8012	452	5.2	1	
8013	452	11	1	
8014	452	0.9	1	
8020	452	0.5	1	
8030	452	5.2	1	
8061	452	11	1	
8065	452	1	2	
8067	452	12	2	
8074	452	7.1	1	
8077	452	12	1	
8084	452	23	2	
8089	452	18	1	
8092	452	6.2	1	
8093	452	1.2	1	
8105	452	1.2	1	
8121	452	4.5	1	
8147	452	14	1	
8202	452	12	1	
8218	452	11	1	
8231	452	20	1	
8259	452	0.4	1	
8333	452	5.3	1	
8363	452	19	2	
8383	452	6.4	1	
8389	452	19	1	
8435	452	29	1	
8504	452	15	2	
8505	452	0.6	1	
8506	452	0.3	1	
9003	452	3.1	1	
9032	452	6	1	
9038	452	2.2	2	
9040	452	0.4	1	
9042	452	6	1	
9050	452	1.8	1	
9078	452	2.6	1	
9087	452	0.1	2	
9094	452	2.6	2	
9112	452	2.6	2	
9132	452	0.2	2	
9135	452	0.2	1	
9148	452	3.6	2	
9160	452	2.5	1	
9181	452	1.6	1	
9191	452	2.7	1	
9202	452	2.1	2	
9209	452	2.2	2	
9214	452	7	1	
9218	452	3.5	1	
9236	452	3.7	1	
9252	452	2.7	3	
9257	452	0.3	1	
9291	452	2.5	2	
9298	452	0.3	2	
9302	452	7	1	
9316	452	4.2	1	
9326	452	0.2	1	
9370	452	1.8	1	
9421	452	0.8	1	
9429	452	0.1	1	
9430	452	0.8	1	
9433	452	2.1	1	
9434	452	0.1	1	
9435	452	0.1	1	
9436	452	0	1	
9437	452	0	1	
10006	452	14	4	
10007	452	20	4	
10060	452	49	4	
10061	452	62	4	
10066	452	38	4	
10068	452	57	4	
10084	452	55	4	
10085	452	85	4	
10123	452	32	4	
10219	452	45	4	
10220	452	59	4	
10860	452	82	4	
10861	452	89	4	
10862	452	87	4	
10864	452	5.4	1	
10865	452	65	1	
10867	452	71	2	
10868	452	70	4	
10869	452	73	2	
10870	452	50	2	
10871	452	49	2	
10872	452	50	2	
10873	452	81	2	
10874	452	84	2	
10875	452	100	1	
10876	452	67	1	
10877	452	74	2	
10878	452	61	4	
10879	452	57	4	
10880	452	55	4	
10881	452	83	2	
10882	452	62	4	
10883	452	61	3	
10884	452	55	4	
10894	452	27	1	
10895	452	23	1	
10898	452	34	1	
10899	452	89	3	
10931	452	84	3	
10932	452	72	3	
10933	452	83	3	
10934	452	72	3	
10938	452	73	3	
11001	452	1	1	
11008	452	16	1	
11011	452	0.9	1	
11012	452	15	1	
11061	452	7.3	1	
11080	452	0.4	1	
11084	452	5.4	2	
11090	452	0.1	2	
11091	452	21	1	
11096	452	0.2	2	
11097	452	14	5	
11099	452	14	1	
11109	452	0.3	1	
11110	452	7.2	1	
11112	452	1.5	1	
11113	452	7.9	1	
11124	452	0.8	1	
11125	452	6.8	1	
11136	452	12	1	
11143	452	0.2	2	
11179	452	11	1	
11205	452	0.6	1	
11206	452	0.9	1	
11211	452	43	1	
11212	452	46	1	
11234	452	0.3	1	
11250	452	0.2	2	
11251	452	0.7	3	
11252	452	0.4	2	
11257	452	0.5	1	
11260	452	4.5	1	
11282	452	0.5	1	
11286	452	1.9	1	
11294	452	0.5	2	
11313	452	24	1	
11333	452	0.7	1	
11339	452	2.8	1	
11353	452	0.1	1	
11354	452	0.3	2	
11355	452	0.2	3	
11356	452	4.6	3	
11357	452	4.1	2	
11358	452	5.3	2	
11402	452	5.1	2	
11403	452	6.4	3	
11429	452	0.6	2	
11439	452	0.6	2	
11463	452	18	3	
11464	452	22	2	
11478	452	5.7	1	
11508	452	7.7	2	
11529	452	0.5	2	
11546	452	6.2	1	
11549	452	1	1	
11644	452	5.3	1	
11657	452	3.9	1	
11821	452	0	1	
11921	452	2.9	1	
11935	452	1.8	2	
11937	452	1.2	1	
11940	452	0.7	1	
11960	452	1.5	1	
12036	452	29	2	
12061	452	40	5	
12078	452	11	2	
12109	452	4	1	
12118	452	2.2	1	
12120	452	25	5	
12142	452	23	5	
12147	452	45	5	
12154	452	16	1	
12155	452	21	5	
12201	452	10	1	
12220	452	36	1	
12516	452	20	1	
12586	452	37	5	
12632	452	30	5	
12652	452	51	8	
12663	452	18	1	
13325	452	170	4	
13326	452	250	4	
13327	452	250	4	
13497	452	65	1	
13498	452	36	1	
14003	452	0	2	
14006	452	0	2	
14096	452	0	1	
14106	452	0	2	
14150	452	0	1	
14209	452	0	3	
14218	452	0	1	
14242	452	0	1	
14287	452	0	1	
14292	452	0.9	1	
14347	452	4.4	2	
14400	452	0	4	
14416	452	0	2	
14542	452	1	1	
15016	452	33	1	
15027	452	13	5	
15073	452	13	2	
15086	452	48	1	
15087	452	44	3	
15121	452	18	1	
15138	452	11	1	
15141	452	26	1	
15152	452	67	2	
15232	452	17	2	
15236	452	22	1	
15237	452	37	1	
15260	452	52	4	
15261	452	30	3	
15262	452	54	1	
16006	452	12	1	
16010	452	9.2	1	
16011	452	12	2	
16034	452	13	2	
16037	452	33	1	
16038	452	22	1	
16039	452	12	2	
16042	452	31	1	
16043	452	22	4	
16087	452	32	4	
16097	452	33	3	
16098	452	38	2	
16108	452	65	2	
16117	452	63	2	
16120	452	5.7	1	
16123	452	0	1	
16126	452	19	1	
16127	452	17	1	
16147	452	4.6	2	
16399	452	53	1	
17202	452	130	2	
17203	452	220	2	
17204	452	220	2	
18001	452	5.5	2	
18002	452	5.6	2	
18009	452	0.2	1	
18012	452	0.4	1	
18013	452	0.6	1	
18029	452	4.1	1	
18030	452	5.1	1	
18064	452	3.1	1	
18065	452	4	1	
18069	452	2.3	2	
18075	452	3.3	2	
18101	452	59	1	
18141	452	29	1	
18159	452	6.2	1	
18173	452	5.2	5	
18215	452	11	1	
18228	452	0.7	1	
18229	452	1.7	1	
18232	452	3.5	6	
18246	452	9.6	4	
18248	452	28	1	
18249	452	20	1	
18258	452	2.7	1	
18259	452	2.5	1	
18262	452	3	1	
18263	452	2.6	1	
18273	452	24	1	
18274	452	41	1	
18288	452	9.8	1	
18290	452	11	1	
18301	452	1.5	1	
18360	452	16	1	
18363	452	6.5	1	
18364	452	1.7	1	
18375	452	6.2	1	
18452	452	4.4	1	
18488	452	2.1	1	
18489	452	2.7	1	
18927	452	4.4	1	
18936	452	9.9	2	
18939	452	2.3	1	
19003	452	9.5	1	
19008	452	0.9	2	
19015	452	14	1	
19034	452	12	1	
19035	452	7.9	2	
19047	452	3.6	2	
19056	452	13	1	
19057	452	12	1	
19058	452	9.5	1	
19076	452	4.3	1	
19078	452	11	1	
19095	452	3.6	1	
19120	452	11	1	
19141	452	5.7	2	
19183	452	0.7	2	
19226	452	1.3	1	
19230	452	1.5	1	
19270	452	3.8	1	
19296	452	0.1	1	
19297	452	0.4	3	
19304	452	0.7	1	
19334	452	0	2	
19404	452	7.4	1	
19411	452	7.5	1	
19444	452	14	1	
20001	452	25	1	
20009	452	21	1	
20010	452	7.6	1	
20013	452	2.7	1	
20015	452	2.2	1	
20020	452	6.5	1	
20022	452	2.5	2	
20033	452	18	2	
20035	452	17	1	
20037	452	3.4	1	
20038	452	18	1	
20045	452	0.4	2	
20063	452	14	1	
20080	452	13	2	
20081	452	3.2	2	
20109	452	26	1	
20110	452	16	1	
20120	452	4	2	
20121	452	2.2	2	
20131	452	30	1	
20138	452	16	1	
20142	452	4	1	
20317	452	1.4	1	
21005	452	87	1	
21007	452	110	1	
21009	452	18	1	
21011	452	80	1	
21014	452	72	1	
21020	452	19	1	
21022	452	92	1	
21024	452	5.1	1	
21026	452	8.2	1	
21060	452	9.5	1	
21064	452	9.8	1	
21078	452	9.3	1	
21080	452	17	1	
21082	452	17	1	
21083	452	12	1	
21089	452	19	1	
21098	452	19	1	
21100	452	23	3	
21102	452	21	3	
21106	452	12	2	
21107	452	20	6	
21114	452	21	2	
21138	452	6.2	3	
21202	452	22	3	
21226	452	9.6	1	
21229	452	29	5	
21230	452	18	1	
21299	452	5.2	8	
21300	452	5.1	7	
21301	452	5.1	3	
21302	452	10	7	
21303	452	9.3	7	
21304	452	9.4	4	
21388	452	19	1	
21401	452	34	3	
21409	452	87	1	
21410	452	72	1	
21411	452	71	1	
22247	452	1.1	1	
22902	452	11	1	
22903	452	10	1	
22904	452	12	1	
22905	452	9.8	1	
22912	452	4.4	1	
22916	452	8.6	1	
22927	452	12	1	
22928	452	12	1	
23030	452	72	1	
23031	452	87	1	
23032	452	76	1	
23033	452	82	1	
23034	452	59	1	
23035	452	84	1	
23036	452	65	1	
23037	452	71	1	
23038	452	77	1	
23039	452	72	1	
23040	452	86	1	
23041	452	68	1	
23042	452	83	1	
23043	452	86	1	
23044	452	94	1	
23045	452	65	1	
23046	452	87	1	
23047	452	71	1	
23048	452	87	1	
23049	452	70	1	
23050	452	77	1	
23051	452	77	1	
23052	452	72	1	
23065	452	91	1	
23557	452	59	1	
23558	452	72	1	
23562	452	54	1	
23563	452	71	1	
23567	452	50	1	
23568	452	69	1	
23572	452	45	1	
23573	452	68	1	
23577	452	41	1	
23578	452	66	1	
25000	452	4.9	1	
25013	452	8.5	1	
25014	452	5.4	1	
25017	452	7.1	1	
25020	452	18	1	
25021	452	21	1	
35009	452	17	1	
35015	452	3.2	1	
35055	452	33	1	
35056	452	30	1	
35149	452	13	4	
35150	452	22	1	
35151	452	24	1	
35152	452	23	1	
35153	452	23	1	
35155	452	6.9	1	
35157	452	35	1	
35158	452	220	1	
35160	452	120	1	
35161	452	130	1	
35162	452	67	1	
35164	452	28	1	
35165	452	80	1	
35166	452	39	1	
35167	452	39	1	
35168	452	40	1	
35169	452	15	1	
35171	452	45	2	
35179	452	4	2	
35180	452	46	1	
35181	452	38	1	
35182	452	26	1	
35184	452	96	1	
35187	452	5	1	
35188	452	30	3	
35190	452	35	2	
35193	452	2.8	1	
35196	452	4.5	1	
42187	452	4.8	1	
42289	452	0	2	
43133	452	2.2	1	
43261	452	1.9	1	
98001	452	7.4	1	
98005	452	0.4	1	
98010	452	15	1	
98011	452	1.8	2	
98013	452	24	2	
98014	452	2.5	1	
98015	452	0	1	
98019	452	11	1	
98020	452	11	1	
98021	452	70	1	
98022	452	81	1	
98024	452	9.4	1	
98026	452	2.2	1	
98028	452	0	1	
98029	452	0	1	
98030	452	3.3	2	
98031	452	6.3	1	
98032	452	7.5	1	
98033	452	13	2	
98034	452	3.7	1	
98035	452	1.2	1	
98039	452	4.2	1	
98041	452	32	1	
98042	452	28	3	
98043	452	28	2	
98047	452	74	1	
98050	452	22	1	
98051	452	24	1	
98052	452	50	1	
98055	452	19	1	
98056	452	24	1	
98058	452	9.2	1	
98059	452	12	1	
98060	452	11	1	
98061	452	15	1	
98062	452	18	1	
98063	452	3.4	1	
98064	452	2.7	1	
98069	452	12	1	
98070	452	3.3	1	
98071	452	3	1	
98080	452	120	1	
98082	452	20	3	
98083	452	10	1	
98084	452	44	2	
98085	452	46	6	
98086	452	62	7	
98087	452	25	7	
98088	452	46	6	
98089	452	49	2	
98092	452	10	1	
98094	452	19	4	
98095	452	28	4	
98096	452	55	13	
98097	452	54	11	
98099	452	21	1	
98100	452	120	2	
98101	452	45	1	
98102	452	1.1	1	
98103	452	5.4	1	
98104	452	0.2	1	
98105	452	0.3	2	
98106	452	4.4	1	
98107	452	3.8	1	
98108	452	5.4	1	
98110	452	47	4	
98111	452	60	4	
98112	452	52	4	
98114	452	0.4	1	
98116	452	20	2	
98119	452	9.2	1	
98121	452	37	1	
1001	454	0.35	1	
1009	454	0.7	1	
1012	454	0.7	1	
1014	454	0.9	1	
1015	454	0.6	1	
1017	454	0.7	1	
1029	454	0.7	1	
1040	454	0.6	1	
1046	454	1.4	1	
1049	454	0.7	1	
1056	454	0.6	2	
1069	454	0.1	3	
1077	454	0.6	1	
1079	454	0.9	2	
1082	454	0.6	1	
1085	454	1.9	1	
1103	454	0.7	1	
