NDB_No,FDGrp_Cd,Long_Desc
10945,1000,"Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised"
10947,1000,"Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, cooked, broiled"
10950,1000,"Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled"
10952,1000,"Pork, fresh, enhanced, loin, tenderloin, separable lean and fat, cooked, roasted"
10954,1000,"Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised"
11001,1100,"Alfalfa seeds, sprouted, raw"
11008,1100,"Artichokes, (globe or french), cooked, boiled, drained, without salt"
11010,1100,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt"
11011,1100,"Asparagus, raw"
11012,1100,"Asparagus, cooked, boiled, drained"
11015,1100,"Asparagus, canned, drained solids"
11019,1100,"Asparagus, frozen, cooked, boiled, drained, without salt"
11023,1100,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt"
11025,1100,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt"
11026,1100,"Bamboo shoots, raw"
11028,1100,"Bamboo shoots, canned, drained solids"
11031,1100,"Lima beans, immature seeds, raw"
11032,1100,"Lima beans, immature seeds, cooked, boiled, drained, without salt"
11037,1100,"Lima beans, immature seeds, frozen, fordhook, unprepared"
11038,1100,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt"
11040,1100,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt"
11043,1100,"Mung beans, mature seeds, sprouted, raw"
11044,1100,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt"
11050,1100,"Beans, shellie, canned, solids and liquids"
11052,1100,"Beans, snap, green, raw"
11053,1100,"Beans, snap, green, cooked, boiled, drained, without salt"
11056,1100,"Beans, snap, green, canned, regular pack, drained solids"
11061,1100,"Beans, snap, green, frozen, cooked, boiled, drained without salt"
11080,1100,"Beets, raw"
11081,1100,"Beets, cooked, boiled, drained"
11084,1100,"Beets, canned, drained solids"
11086,1100,"Beet greens, raw"
11087,1100,"Beet greens, cooked, boiled, drained, without salt"
11090,1100,"Broccoli, raw"
11091,1100,"Broccoli, cooked, boiled, drained, without salt"
11092,1100,"Broccoli, frozen, chopped, unprepared"
11093,1100,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt"
11095,1100,"Broccoli, frozen, spears, cooked, boiled, drained, without salt"
11098,1100,"Brussels sprouts, raw"
11099,1100,"Brussels sprouts, cooked, boiled, drained, without salt"
11101,1100,"Brussels sprouts, frozen, cooked, boiled, drained, without salt"
11104,1100,"Burdock root, raw"
11105,1100,"Burdock root, cooked, boiled, drained, without salt"
11109,1100,"Cabbage, raw"
11110,1100,"Cabbage, cooked, boiled, drained, without salt"
11112,1100,"Cabbage, red, raw"
11113,1100,"Cabbage, red, cooked, boiled, drained, without salt"
11114,1100,"Cabbage, savoy, raw"
11116,1100,"Cabbage, chinese (pak-choi), raw"
11117,1100,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt"
11119,1100,"Cabbage, chinese (pe-tsai), raw"
11124,1100,"Carrots, raw"
11125,1100,"Carrots, cooked, boiled, drained, without salt"
11128,1100,"Carrots, canned, regular pack, drained solids"
11130,1100,"Carrots, frozen, unprepared"
11131,1100,"Carrots, frozen, cooked, boiled, drained, without salt"
11134,1100,"Cassava, raw"
11135,1100,"Cauliflower, raw"
11136,1100,"Cauliflower, cooked, boiled, drained, without salt"
11137,1100,"Cauliflower, frozen, unprepared"
11138,1100,"Cauliflower, frozen, cooked, boiled, drained, without salt"
11141,1100,"Celeriac, raw"
11143,1100,"Celery, raw"
11144,1100,"Celery, cooked, boiled, drained, without salt"
11147,1100,"Chard, swiss, raw"
11148,1100,"Chard, swiss, cooked, boiled, drained, without salt"
11149,1100,"Chayote, fruit, raw"
11152,1100,"Chicory greens, raw"
11156,1100,"Chives, raw"
11158,1100,"Chrysanthemum, garland, cooked, boiled, drained, without salt"
11161,1100,"Collards, raw"
11162,1100,"Collards, cooked, boiled, drained, without salt"
11164,1100,"Collards, frozen, chopped, cooked, boiled, drained, without salt"
11165,1100,"Coriander (cilantro) leaves, raw"
11167,1100,"Corn, sweet, yellow, raw"
11168,1100,"Corn, sweet, yellow, cooked, boiled, drained, without salt"
11172,1100,"Corn, sweet, yellow, canned, whole kernel, drained solids"
11174,1100,"Corn, sweet, yellow, canned, cream style, regular pack"
11176,1100,"Corn, sweet, yellow, canned, vacuum pack, regular pack"
11178,1100,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared"
11179,1100,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt"
11192,1100,"Cowpeas (Blackeyes), immature seeds, cooked, boiled, drained, without salt"
11196,1100,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt"
11203,1100,"Cress, garden, raw"
11204,1100,"Cress, garden, cooked, boiled, drained, without salt"
11205,1100,"Cucumber, with peel, raw"
11206,1100,"Cucumber, peeled, raw"
11207,1100,"Dandelion greens, raw"
11208,1100,"Dandelion greens, cooked, boiled, drained, without salt"
11209,1100,"Eggplant, raw"
11210,1100,"Eggplant, cooked, boiled, drained, without salt"
11213,1100,"Endive, raw"
11215,1100,"Garlic, raw"
11216,1100,"Ginger root, raw"
11223,1100,"Horseradish-tree, leafy tips, cooked, boiled, drained, without salt"
11226,1100,"Jerusalem-artichokes, raw"
11232,1100,"Jute, potherb, cooked, boiled, drained, without salt"
11234,1100,"Kale, cooked, boiled, drained, without salt"
11236,1100,"Kale, frozen, cooked, boiled, drained, without salt"
11241,1100,"Kohlrabi, raw"
11242,1100,"Kohlrabi, cooked, boiled, drained, without salt"
11245,1100,"Lambsquarters, cooked, boiled, drained, without salt"
11246,1100,"Leeks, (bulb and lower leaf-portion), raw"
11250,1100,"Lettuce, butterhead (includes boston and bibb types), raw"
11251,1100,"Lettuce, cos or romaine, raw"
11252,1100,"Lettuce, iceberg (includes crisphead types), raw"
11253,1100,"Lettuce, green leaf, raw"
11255,1100,"Lotus root, cooked, boiled, drained, without salt"
11260,1100,"Mushrooms, white, raw"
11261,1100,"Mushrooms, white, cooked, boiled, drained, without salt"
11264,1100,"Mushrooms, canned, drained solids"
11268,1100,"Mushrooms, shiitake, dried"
11269,1100,"Mushrooms, shiitake, cooked, without salt"
11270,1100,"Mustard greens, raw"
11271,1100,"Mustard greens, cooked, boiled, drained, without salt"
11273,1100,"Mustard greens, frozen, cooked, boiled, drained, without salt"
11278,1100,"Okra, raw"
11279,1100,"Okra, cooked, boiled, drained, without salt"
11280,1100,"Okra, frozen, unprepared"
11281,1100,"Okra, frozen, cooked, boiled, drained, without salt"
11282,1100,"Onions, raw"
11283,1100,"Onions, cooked, boiled, drained, without salt"
11284,1100,"Onions, dehydrated flakes"
11288,1100,"Onions, frozen, chopped, cooked, boiled, drained, without salt"
11289,1100,"Onions, frozen, whole, unprepared"
11290,1100,"Onions, frozen, whole, cooked, boiled, drained, without salt"
11291,1100,"Onions, spring or scallions (includes tops and bulb), raw"
11292,1100,"Onions, young green, tops only"
11297,1100,"Parsley, raw"
11299,1100,"Parsnips, cooked, boiled, drained, without salt"
11300,1100,"Peas, edible-podded, raw"
11301,1100,"Peas, edible-podded, boiled, drained, without salt"
11303,1100,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt"
11304,1100,"Peas, green, raw"
11305,1100,"Peas, green, cooked, boiled, drained, without salt"
11308,1100,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared"
11312,1100,"Peas, green, frozen, unprepared"
11313,1100,"Peas, green, frozen, cooked, boiled, drained, without salt"
11323,1100,"Peas and carrots, frozen, cooked, boiled, drained, without salt"
11327,1100,"Peas and onions, frozen, cooked, boiled, drained, without salt"
11329,1100,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids"
11333,1100,"Peppers, sweet, green, raw"
11334,1100,"Peppers, sweet, green, cooked, boiled, drained, without salt"
11344,1100,"Pigeonpeas, immature seeds, raw"
11345,1100,"Pigeonpeas, immature seeds, cooked, boiled, drained, without salt"
11349,1100,Poi
11351,1100,"Pokeberry shoots, (poke), cooked, boiled, drained, without salt"
11352,1100,"Potato, flesh and skin, raw"
11363,1100,"Potatoes, baked, flesh, without salt"
11364,1100,"Potatoes, baked, skin, without salt"
11365,1100,"Potatoes, boiled, cooked in skin, flesh, without salt"
11367,1100,"Potatoes, boiled, cooked without skin, flesh, without salt"
11370,1100,"Potatoes, hashed brown, home-prepared"
11371,1100,"Potatoes, mashed, home-prepared, whole milk and margarine added"
11378,1100,"Potatoes, mashed, dehydrated, flakes without milk, dry form"
11379,1100,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added"
11382,1100,"Potatoes, mashed, dehydrated, granules with milk, dry form"
11391,1100,"Potatoes, hashed brown, frozen, plain, prepared"
11399,1100,"Potato puffs, frozen, oven-heated"
11400,1100,"Potatoes, frozen, whole, unprepared"
11403,1100,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated"
11413,1100,Potato flour
11417,1100,"Pumpkin flowers, cooked, boiled, drained, without salt"
11419,1100,"Pumpkin leaves, cooked, boiled, drained, without salt"
11422,1100,"Pumpkin, raw"
11423,1100,"Pumpkin, cooked, boiled, drained, without salt"
11424,1100,"Pumpkin, canned, without salt"
11429,1100,"Radishes, raw"
11430,1100,"Radishes, oriental, raw"
11431,1100,"Radishes, oriental, cooked, boiled, drained, without salt"
11435,1100,"Rutabagas, raw"
11436,1100,"Rutabagas, cooked, boiled, drained, without salt"
11438,1100,"Salsify, cooked, boiled, drained, without salt"
11439,1100,"Sauerkraut, canned, solids and liquids"
11442,1100,"Seaweed, agar, raw"
11444,1100,"Seaweed, irishmoss, raw"
11445,1100,"Seaweed, kelp, raw"
11446,1100,"Seaweed, laver, raw"
11453,1100,"Soybeans, mature seeds, sprouted, cooked, steamed"
11457,1100,"Spinach, raw"
11458,1100,"Spinach, cooked, boiled, drained, without salt"
11461,1100,"Spinach, canned, regular pack, drained solids"
11463,1100,"Spinach, frozen, chopped or leaf, unprepared"
11464,1100,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt"
11468,1100,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt"
11471,1100,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt"
11474,1100,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt"
11476,1100,"Squash, summer, scallop, cooked, boiled, drained, without salt"
11477,1100,"Squash, summer, zucchini, includes skin, raw"
11478,1100,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt"
11480,1100,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt"
11491,1100,"Squash, winter, hubbard, cooked, boiled, mashed, without salt"
11493,1100,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt"
11502,1100,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt"
11506,1100,"Sweet potato leaves, cooked, steamed, without salt"
11507,1100,"Sweet potato, raw, unprepared"
11508,1100,"Sweet potato, cooked, baked in skin, without salt"
11510,1100,"Sweet potato, cooked, boiled, without skin"
11512,1100,"Sweet potato, canned, vacuum pack"
11518,1100,"Taro, raw"
11519,1100,"Taro, cooked, without salt"
11520,1100,"Taro leaves, raw"
11527,1100,"Tomatoes, green, raw"
11529,1100,"Tomatoes, red, ripe, raw, year round average"
11530,1100,"Tomatoes, red, ripe, cooked"
11531,1100,"Tomatoes, red, ripe, canned, packed in tomato juice"
11533,1100,"Tomatoes, red, ripe, canned, stewed"
11540,1100,"Tomato juice, canned, with salt added"
11546,1100,"Tomato products, canned, paste, without salt added"
11547,1100,"Tomato products, canned, puree, without salt added"
11549,1100,"Tomato products, canned, sauce"
11557,1100,"Tomato products, canned, sauce, with onions, green peppers, and celery"
11564,1100,"Turnips, raw"
11565,1100,"Turnips, cooked, boiled, drained, without salt"
11567,1100,"Turnips, frozen, cooked, boiled, drained, without salt"
11569,1100,"Turnip greens, cooked, boiled, drained, without salt"
11575,1100,"Turnip greens, frozen, cooked, boiled, drained, without salt"
11577,1100,"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt"
11578,1100,"Vegetable juice cocktail, canned"
11581,1100,"Vegetables, mixed, canned, drained solids"
11584,1100,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt"
11588,1100,"Waterchestnuts, chinese, (matai), raw"
11590,1100,"Waterchestnuts, chinese, canned, solids and liquids"
11591,1100,"Watercress, raw"
11594,1100,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt"
11601,1100,"Yam, raw"
11602,1100,"Yam, cooked, boiled, drained, or baked, without salt"
11603,1100,"Yambean (jicama), raw"
11609,1100,"Beets, pickled, canned, solids and liquids"
11626,1100,"Beans, mung, mature seeds, sprouted, canned, drained solids"
11634,1100,"Peppers, sweet, green, freeze-dried"
11641,1100,"Squash, summer, all varieties, raw"
11642,1100,"Squash, summer, all varieties, cooked, boiled, drained, without salt"
11643,1100,"Squash, winter, all varieties, raw"
11644,1100,"Squash, winter, all varieties, cooked, baked, without salt"
11645,1100,"Sweet potato, canned, syrup pack, solids and liquids"
11655,1100,"Carrot juice, canned"
11657,1100,"Potatoes, mashed, home-prepared, whole milk added"
11663,1100,"Seaweed, agar, dried"
11667,1100,"Seaweed, spirulina, dried"
11669,1100,"Seaweed, wakame, raw"
11670,1100,"Peppers, hot chili, green, raw"
11674,1100,"Potato, baked, flesh and skin, without salt"
11683,1100,"Carrot, dehydrated"
11715,1100,"Lima beans, immature seeds, canned, no salt added, solids and liquids"
11718,1100,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt"
11724,1100,"Beans, snap, yellow, cooked, boiled, drained, without salt"
11729,1100,"Beans, snap, green, canned, no salt added, drained solids"
11732,1100,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt"
11735,1100,"Beets, canned, no salt added, solids and liquids"
11758,1100,"Carrots, canned, no salt added, solids and liquids"
11805,1100,"Onions, cooked, boiled, drained, with salt"
11812,1100,"Peas, green, canned, no salt added, solids and liquids"
11816,1100,"Peas and carrots, canned, no salt added, solids and liquids"
11819,1100,"Peppers, hot chili, red, raw"
11820,1100,"Peppers, hot chili, red, canned, excluding seeds, solids and liquids"
11821,1100,"Peppers, sweet, red, raw"
11823,1100,"Peppers, sweet, red, cooked, boiled, drained, without salt"
11831,1100,"Potatoes, boiled, cooked in skin, flesh, with salt"
11833,1100,"Potatoes, boiled, cooked without skin, flesh, with salt"
11885,1100,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added"
11886,1100,"Tomato juice, canned, without salt added"
11887,1100,"Tomato products, canned, paste, with salt added"
11888,1100,"Tomato products, canned, puree, with salt added"
11897,1100,"Yam, cooked, boiled, drained, or baked, with salt"
11901,1100,"Corn, sweet, white, cooked, boiled, drained, without salt"
11905,1100,"Corn, sweet, white, canned, whole kernel, drained solids"
11906,1100,"Corn, sweet, white, canned, cream style, regular pack"
11911,1100,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt"
11917,1100,"Peppers, sweet, red, frozen, chopped, unprepared"
11932,1100,"Beans, snap, yellow, canned, regular pack, drained solids"
11935,1100,Catsup
11937,1100,"Pickles, cucumber, dill or kosher dill"
11940,1100,"Pickles, cucumber, sweet (includes bread and butter pickles)"
11941,1100,"Pickles, cucumber, sour"
11943,1100,"Pimento, canned"
11945,1100,"Pickle relish, sweet"
11946,1100,"Pickles, cucumber, sour, low sodium"
11948,1100,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)"
11949,1100,"Catsup, low sodium"
11952,1100,"Radicchio, raw"
11954,1100,"Tomatillos, raw"
11955,1100,"Tomatoes, sun-dried"
11959,1100,"Arugula, raw"
11962,1100,"Peppers, hot chile, sun-dried"
11963,1100,"Nopales, raw"
11964,1100,"Nopales, cooked, without salt"
11965,1100,"Cauliflower, green, raw"
11969,1100,"Broccoli, chinese, cooked"
11974,1100,"Grape leaves, raw"
11976,1100,"Pepper, banana, raw"
11977,1100,"Pepper, serrano, raw"
11979,1100,"Peppers, jalapeno, raw"
11983,1100,"Pickles, chowchow, with cauliflower onion mustard, sweet"
12014,1200,"Seeds, pumpkin and squash seed kernels, dried"
12016,1200,"Seeds, pumpkin and squash seed kernels, roasted, without salt"
12023,1200,"Seeds, sesame seeds, whole, dried"
12029,1200,"Seeds, sesame seed kernels, toasted, without salt added (decorticated)"
12036,1200,"Seeds, sunflower seed kernels, dried"
12037,1200,"Seeds, sunflower seed kernels, dry roasted, without salt"
12038,1200,"Seeds, sunflower seed kernels, oil roasted, without salt"
12061,1200,"Nuts, almonds"
12062,1200,"Nuts, almonds, blanched"
12063,1200,"Nuts, almonds, dry roasted, without salt added"
12065,1200,"Nuts, almonds, oil roasted, without salt added"
12071,1200,"Nuts, almond paste"
12078,1200,"Nuts, brazilnuts, dried, unblanched"
12085,1200,"Nuts, cashew nuts, dry roasted, without salt added"
12086,1200,"Nuts, cashew nuts, oil roasted, without salt added"
12104,1200,"Nuts, coconut meat, raw"
12108,1200,"Nuts, coconut meat, dried (desiccated), not sweetened"
12109,1200,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged"
12116,1200,"Nuts, coconut cream, canned, sweetened"
12117,1200,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)"
12119,1200,"Nuts, coconut water (liquid from coconuts)"
12120,1200,"Nuts, hazelnuts or filberts"
12142,1200,"Nuts, pecans"
12147,1200,"Nuts, pine nuts, dried"
12152,1200,"Nuts, pistachio nuts, dry roasted, without salt added"
12154,1200,"Nuts, walnuts, black, dried"
12155,1200,"Nuts, walnuts, english"
12166,1200,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)"
12167,1200,"Nuts, chestnuts, european, roasted"
12179,1200,"Nuts, coconut meat, dried (desiccated), sweetened, shredded"
12201,1200,"Seeds, sesame seed kernels, dried (decorticated)"
12220,1200,"Seeds, flaxseed"
12516,1200,"Seeds, pumpkin and squash seed kernels, roasted, with salt added"
12529,1200,"Seeds, sesame seed kernels, toasted, with salt added (decorticated)"
12537,1200,"Seeds, sunflower seed kernels, dry roasted, with salt added"
12538,1200,"Seeds, sunflower seed kernels, oil roasted, with salt added"
12563,1200,"Nuts, almonds, dry roasted, with salt added"
12565,1200,"Nuts, almonds, oil roasted, with salt added"
12585,1200,"Nuts, cashew nuts, dry roasted, with salt added"
12586,1200,"Nuts, cashew nuts, oil roasted, with salt added"
12588,1200,"Nuts, cashew butter, plain, with salt added"
12632,1200,"Nuts, macadamia nuts, dry roasted, with salt added"
12635,1200,"Nuts, mixed nuts, dry roasted, with peanuts, with salt added"
12637,1200,"Nuts, mixed nuts, with peanuts, oil roasted, with salt added"
12638,1200,"Nuts, mixed nuts, without peanuts, oil roasted, with salt added"
12652,1200,"Nuts, pistachio nuts, dry roasted, with salt added"
12695,1200,"Nuts, almond butter, plain, with salt added"
13020,1300,"Beef, retail cuts, separable fat, cooked"
13065,1300,"Beef, flank, separable lean and fat, trimmed to 0"" fat, choice, raw"
13068,1300,"Beef, flank, separable lean only, trimmed to 0"" fat, choice, raw"
13069,1300,"Beef, flank, separable lean only, trimmed to 0"" fat, choice, cooked, braised"
13148,1300,"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised"
13150,1300,"Beef, rib, shortribs, separable lean only, choice, cooked, braised"
13317,1300,"Beef, ground, patties, frozen, cooked, broiled"
13320,1300,"Beef, variety meats and by-products, brain, cooked, simmered"
13322,1300,"Beef, variety meats and by-products, heart, cooked, simmered"
13324,1300,"Beef, variety meats and by-products, kidneys, cooked, simmered"
13326,1300,"Beef, variety meats and by-products, liver, cooked, braised"
13327,1300,"Beef, variety meats and by-products, liver, cooked, pan-fried"
13340,1300,"Beef, variety meats and by-products, tongue, cooked, simmered"
13341,1300,"Beef, variety meats and by-products, tripe, raw"
13342,1300,"Beef, sandwich steaks, flaked, chopped, formed and thinly sliced, raw"
13345,1300,"Beef, cured, breakfast strips, cooked"
13347,1300,"Beef, cured, corned beef, brisket, cooked"
13348,700,"Beef, cured, corned beef, canned"
13350,700,"Beef, cured, dried"
13355,700,"Beef, cured, pastrami"
13360,700,"Beef, cured, thin-sliced beef"
13361,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked"
13364,1300,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked"
13367,1300,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"
13368,1300,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"
13382,1300,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"
13388,1300,"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"
13424,1300,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"
13434,1300,"Beef, round, top round, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"
13796,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked"
13804,1300,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"
13810,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"
13812,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised"
13814,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised"
13816,1300,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"
13818,1300,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised"
13829,1300,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted"
13840,1300,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted"
13851,1300,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"
13864,1300,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw"
13865,1300,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"
13869,1300,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"
13878,1300,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted"
13884,1300,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted"
13886,1300,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted"
13888,1300,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted"
13890,1300,"Beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, pan-fried"
13892,1300,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"
13893,1300,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"
13897,1300,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried"
13910,1300,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"
13918,1300,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"
13928,1300,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted"
13930,1300,"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"
13933,1300,"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried"
14003,1400,"Alcoholic beverage, beer, regular, all"
14006,1400,"Alcoholic beverage, beer, light"
14028,1400,"Whiskey sour mix, bottled"
14034,1400,"Alcoholic beverage, creme de menthe, 72 proof"
14037,1400,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
14049,1400,"Alcoholic beverage, distilled, gin, 90 proof"
14050,1400,"Alcoholic beverage, distilled, rum, 80 proof"
14057,1400,"Alcoholic beverage, wine, dessert, sweet"
14084,1400,"Alcoholic beverage, wine, table, all"
14096,1400,"Alcoholic beverage, wine, table, red"
14106,1400,"Alcoholic beverage, wine, table, white"
14119,1400,"Mixed vegetable and fruit juice drink, with added nutrients"
14121,1400,"Carbonated beverage, club soda"
14130,1400,"Carbonated beverage, cream soda"
14136,1400,"Carbonated beverage, ginger ale"
14143,1400,"Carbonated beverage, low calorie, other than cola or pepper,  without caffeine"
14144,1400,"Carbonated beverage, lemon-lime soda, contains caffeine"
14145,1400,"Carbonated beverage, SPRITE, lemon-lime, without caffeine"
14146,1400,"Carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine"
14147,1400,"Carbonated beverage, cola, without caffeine"
14148,1400,"Carbonated beverage, cola, with higher caffeine"
14149,1400,"Carbonated beverage, reduced sugar, cola, contains caffeine and sweeteners"
14151,1400,"Carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine"
14154,1400,"Energy drink, RED BULL, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12"
14155,1400,"Carbonated beverage, tonic water"
14156,1400,"Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12"
14157,1400,"Carbonated beverage, root beer"
14175,1400,"Chocolate-flavor beverage mix for milk, powder, without added nutrients"
14181,1400,Chocolate syrup
14192,1400,"Cocoa mix, powder"
14196,1400,"Cocoa mix, no sugar added, powder"
14201,1400,"Coffee, brewed from grounds, prepared with tap water, decaffeinated"
14202,1400,"Coffee, brewed, espresso, restaurant-prepared, decaffeinated"
14203,1400,"Coffee, instant, regular, powder, half the caffeine"
14204,1400,"Coffee and cocoa (mocha) powder, with whitener and low calorie sweetener, decaffeinated"
14209,1400,"Coffee, brewed from grounds, prepared with tap water"
14210,1400,"Coffee, brewed, espresso, restaurant-prepared"
14214,1400,"Coffee, instant, regular, powder"
14218,1400,"Coffee, instant, decaffeinated, powder"
14224,1400,"Coffee, instant, with sugar, mocha-flavor, powder"
14228,1400,"Coffee, instant, with sugar, cappuccino-flavor powder"
14229,1400,"Coffee, instant, with sugar, french-flavor, powder"
14236,1400,"Coffee substitute, cereal grain beverage, powder"
14237,1400,"Coffee substitute, cereal grain beverage, prepared with water"
14238,1400,"Cranberry-apple juice drink, bottled"
14242,1400,"Cranberry juice cocktail, bottled"
14243,1400,"Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener"
14262,1400,"Citrus fruit juice drink, frozen concentrate"
14264,1400,"Fruit punch drink, without added nutrients, canned"
14267,1400,"Fruit punch drink, with added nutrients, canned"
14277,1400,"Grape drink, canned"
14282,1400,"Grape juice drink, canned"
14287,1400,"Lemonade, powder"
14289,1400,"Lemonade, low calorie, with aspartame, powder"
14290,1400,"Lemonade, low calorie, with aspartame, powder, prepared with water"
14292,1400,"Lemonade, frozen concentrate, white"
14296,1400,"Lemonade-flavor drink, powder"
14302,1400,"Limeade, frozen concentrate"
14305,1400,Malt beverage
14309,1400,"Malted drink mix, natural, with added nutrients, powder"
14311,1400,"Malted drink mix, natural, powder"
14315,1400,"Malted drink mix, chocolate, with added nutrients, powder"
14317,1400,"Malted drink mix, chocolate, powder"
14323,1400,"Orange drink, canned, with added vitamin C"
14346,1400,"Shake, fast food, chocolate"
14347,1400,"Shake, fast food, vanilla"
14350,1400,"Strawberry-flavor beverage mix, powder"
14352,1400,"Tea, brewed, prepared with tap water, decaffeinated"
